,Inputs,Outputs,Output Class,Inputs 0,Inputs 1,Inputs 2,Inputs 3,Inputs 4
3337,"[4, 9, 6, 6, 9]",4.5,8,4,9,6,6,9
3338,"[7, 7, 10, 6, 4]",2.0,3,7,7,10,6,4
3339,"[3, 1, 3, 1, 3]",1.5,2,3,1,3,1,3
3340,"[2, 6, 1, 3, 2]",1.0,1,2,6,1,3,2
3341,"[3, 2, 6, 6, 6]",3.0,5,3,2,6,6,6
3342,"[1, 3, 4, 9, 6]",3.0,5,1,3,4,9,6
3343,"[1, 6, 10, 5, 3]",1.5,2,1,6,10,5,3
3344,"[3, 5, 7, 3, 3]",1.5,2,3,5,7,3,3
3345,"[9, 1, 2, 1, 3]",1.5,2,9,1,2,1,3
3346,"[2, 7, 1, 8, 2]",1.0,1,2,7,1,8,2
3347,"[7, 2, 6, 4, 1]",0.5,0,7,2,6,4,1
3348,"[10, 10, 4, 2, 6]",3.0,5,10,10,4,2,6
3349,"[2, 4, 9, 8, 2]",1.0,1,2,4,9,8,2
3350,"[1, 10, 7, 3, 10]",5.0,10,1,10,7,3,10
3351,"[9, 6, 1, 2, 5]",2.5,4,9,6,1,2,5
3352,"[10, 2, 6, 6, 6]",3.0,5,10,2,6,6,6
3353,"[2, 7, 9, 5, 2]",1.0,1,2,7,9,5,2
3354,"[4, 3, 9, 9, 1]",0.5,0,4,3,9,9,1
3355,"[1, 6, 1, 5, 4]",2.0,3,1,6,1,5,4
3356,"[2, 4, 5, 9, 5]",2.5,4,2,4,5,9,5
3357,"[10, 4, 10, 8, 3]",1.5,2,10,4,10,8,3
3358,"[5, 4, 3, 7, 1]",0.5,0,5,4,3,7,1
3359,"[3, 10, 3, 7, 7]",3.5,6,3,10,3,7,7
3360,"[10, 1, 7, 2, 5]",2.5,4,10,1,7,2,5
3361,"[9, 3, 7, 7, 7]",3.5,6,9,3,7,7,7
3362,"[3, 2, 5, 5, 3]",1.5,2,3,2,5,5,3
3363,"[8, 9, 4, 10, 6]",3.0,5,8,9,4,10,6
3364,"[2, 1, 6, 5, 3]",1.5,2,2,1,6,5,3
3365,"[4, 2, 6, 6, 4]",2.0,3,4,2,6,6,4
3366,"[3, 10, 2, 4, 3]",1.5,2,3,10,2,4,3
3367,"[4, 9, 4, 8, 2]",1.0,1,4,9,4,8,2
3368,"[2, 9, 10, 5, 4]",2.0,3,2,9,10,5,4
3369,"[10, 9, 1, 9, 4]",2.0,3,10,9,1,9,4
3370,"[8, 7, 8, 5, 6]",3.0,5,8,7,8,5,6
3371,"[7, 8, 6, 1, 7]",3.5,6,7,8,6,1,7
3372,"[5, 3, 6, 5, 8]",4.0,7,5,3,6,5,8
3373,"[1, 4, 10, 5, 3]",1.5,2,1,4,10,5,3
3374,"[6, 5, 8, 5, 4]",2.0,3,6,5,8,5,4
3375,"[6, 9, 7, 7, 9]",4.5,8,6,9,7,7,9
3376,"[9, 7, 6, 6, 2]",1.0,1,9,7,6,6,2
3377,"[8, 7, 9, 9, 10]",5.0,10,8,7,9,9,10
3378,"[2, 4, 7, 3, 1]",0.5,0,2,4,7,3,1
3379,"[10, 10, 5, 5, 5]",2.5,4,10,10,5,5,5
3380,"[5, 8, 10, 9, 8]",4.0,7,5,8,10,9,8
3381,"[5, 3, 8, 10, 7]",3.5,6,5,3,8,10,7
3382,"[10, 5, 1, 9, 8]",4.0,7,10,5,1,9,8
3383,"[6, 5, 10, 3, 3]",1.5,2,6,5,10,3,3
3384,"[7, 2, 5, 10, 10]",5.0,10,7,2,5,10,10
3385,"[3, 7, 8, 4, 9]",4.5,8,3,7,8,4,9
3386,"[8, 6, 10, 8, 2]",1.0,1,8,6,10,8,2
3387,"[6, 8, 1, 1, 4]",2.0,3,6,8,1,1,4
3388,"[4, 9, 8, 6, 5]",2.5,4,4,9,8,6,5
3389,"[4, 2, 4, 3, 5]",2.5,4,4,2,4,3,5
3390,"[3, 3, 10, 1, 6]",3.0,5,3,3,10,1,6
3391,"[5, 4, 3, 1, 6]",3.0,5,5,4,3,1,6
3392,"[2, 4, 5, 5, 2]",1.0,1,2,4,5,5,2
3393,"[4, 1, 8, 7, 8]",4.0,7,4,1,8,7,8
3394,"[10, 5, 7, 4, 10]",5.0,10,10,5,7,4,10
3395,"[9, 2, 5, 5, 3]",1.5,2,9,2,5,5,3
3396,"[4, 9, 5, 7, 7]",3.5,6,4,9,5,7,7
3397,"[5, 4, 3, 3, 2]",1.0,1,5,4,3,3,2
3398,"[7, 1, 2, 10, 4]",2.0,3,7,1,2,10,4
3399,"[10, 2, 5, 7, 5]",2.5,4,10,2,5,7,5
3400,"[9, 4, 2, 4, 1]",0.5,0,9,4,2,4,1
3401,"[10, 2, 4, 3, 1]",0.5,0,10,2,4,3,1
3402,"[7, 4, 4, 1, 10]",5.0,10,7,4,4,1,10
3403,"[1, 2, 10, 4, 8]",4.0,7,1,2,10,4,8
3404,"[5, 6, 7, 1, 3]",1.5,2,5,6,7,1,3
3405,"[7, 7, 7, 4, 7]",3.5,6,7,7,7,4,7
3406,"[7, 7, 9, 10, 1]",0.5,0,7,7,9,10,1
3407,"[1, 9, 9, 5, 3]",1.5,2,1,9,9,5,3
3408,"[1, 1, 8, 1, 1]",0.5,0,1,1,8,1,1
3409,"[3, 7, 1, 4, 9]",4.5,8,3,7,1,4,9
3410,"[6, 7, 6, 1, 2]",1.0,1,6,7,6,1,2
3411,"[4, 7, 6, 1, 7]",3.5,6,4,7,6,1,7
3412,"[9, 4, 5, 9, 10]",5.0,10,9,4,5,9,10
3413,"[7, 3, 4, 5, 3]",1.5,2,7,3,4,5,3
3414,"[4, 4, 10, 10, 2]",1.0,1,4,4,10,10,2
3415,"[2, 5, 6, 6, 5]",2.5,4,2,5,6,6,5
3416,"[10, 4, 5, 7, 9]",4.5,8,10,4,5,7,9
3417,"[6, 10, 9, 3, 9]",4.5,8,6,10,9,3,9
3418,"[10, 4, 5, 10, 6]",3.0,5,10,4,5,10,6
3419,"[8, 6, 2, 8, 7]",3.5,6,8,6,2,8,7
3420,"[9, 4, 3, 6, 1]",0.5,0,9,4,3,6,1
3421,"[7, 2, 8, 8, 3]",1.5,2,7,2,8,8,3
3422,"[5, 10, 7, 8, 8]",4.0,7,5,10,7,8,8
3423,"[3, 1, 10, 4, 10]",5.0,10,3,1,10,4,10
3424,"[8, 4, 6, 3, 9]",4.5,8,8,4,6,3,9
3425,"[3, 2, 7, 9, 2]",1.0,1,3,2,7,9,2
3426,"[4, 4, 2, 10, 10]",5.0,10,4,4,2,10,10
3427,"[6, 3, 8, 10, 9]",4.5,8,6,3,8,10,9
3428,"[8, 1, 9, 2, 10]",5.0,10,8,1,9,2,10
3429,"[9, 5, 1, 4, 9]",4.5,8,9,5,1,4,9
3430,"[5, 7, 2, 9, 10]",5.0,10,5,7,2,9,10
3431,"[7, 7, 1, 6, 4]",2.0,3,7,7,1,6,4
3432,"[8, 5, 6, 5, 4]",2.0,3,8,5,6,5,4
3433,"[5, 4, 7, 4, 1]",0.5,0,5,4,7,4,1
3434,"[2, 3, 10, 7, 7]",3.5,6,2,3,10,7,7
3435,"[10, 9, 9, 2, 4]",2.0,3,10,9,9,2,4
3436,"[10, 1, 4, 2, 1]",0.5,0,10,1,4,2,1
3437,"[7, 10, 8, 4, 7]",3.5,6,7,10,8,4,7
3438,"[5, 5, 2, 1, 1]",0.5,0,5,5,2,1,1
3439,"[10, 7, 8, 9, 6]",3.0,5,10,7,8,9,6
3440,"[3, 5, 5, 9, 5]",2.5,4,3,5,5,9,5
3441,"[7, 7, 5, 4, 10]",5.0,10,7,7,5,4,10
3442,"[3, 1, 8, 3, 10]",5.0,10,3,1,8,3,10
3443,"[2, 1, 2, 6, 10]",5.0,10,2,1,2,6,10
3444,"[9, 9, 1, 6, 3]",1.5,2,9,9,1,6,3
3445,"[8, 9, 7, 7, 2]",1.0,1,8,9,7,7,2
3446,"[8, 5, 3, 7, 2]",1.0,1,8,5,3,7,2
3447,"[7, 10, 2, 5, 10]",5.0,10,7,10,2,5,10
3448,"[3, 3, 4, 8, 1]",0.5,0,3,3,4,8,1
3449,"[1, 6, 7, 10, 7]",3.5,6,1,6,7,10,7
3450,"[1, 7, 1, 3, 4]",2.0,3,1,7,1,3,4
3451,"[1, 3, 4, 7, 10]",5.0,10,1,3,4,7,10
3452,"[9, 2, 1, 2, 2]",1.0,1,9,2,1,2,2
3453,"[4, 6, 3, 8, 9]",4.5,8,4,6,3,8,9
3454,"[1, 10, 6, 6, 9]",4.5,8,1,10,6,6,9
3455,"[8, 6, 6, 8, 6]",3.0,5,8,6,6,8,6
3456,"[5, 10, 4, 2, 10]",5.0,10,5,10,4,2,10
3457,"[6, 8, 10, 7, 8]",4.0,7,6,8,10,7,8
3458,"[7, 1, 9, 10, 6]",3.0,5,7,1,9,10,6
3459,"[8, 7, 8, 5, 7]",3.5,6,8,7,8,5,7
3460,"[9, 7, 3, 7, 7]",3.5,6,9,7,3,7,7
3461,"[5, 10, 7, 9, 3]",1.5,2,5,10,7,9,3
3462,"[7, 10, 3, 4, 10]",5.0,10,7,10,3,4,10
3463,"[3, 8, 5, 6, 1]",0.5,0,3,8,5,6,1
3464,"[7, 6, 9, 7, 4]",2.0,3,7,6,9,7,4
3465,"[1, 7, 7, 8, 2]",1.0,1,1,7,7,8,2
3466,"[6, 9, 5, 10, 9]",4.5,8,6,9,5,10,9
3467,"[1, 3, 9, 8, 5]",2.5,4,1,3,9,8,5
3468,"[10, 3, 8, 6, 1]",0.5,0,10,3,8,6,1
3469,"[10, 7, 9, 5, 9]",4.5,8,10,7,9,5,9
3470,"[10, 1, 8, 4, 2]",1.0,1,10,1,8,4,2
3471,"[5, 5, 2, 9, 8]",4.0,7,5,5,2,9,8
3472,"[9, 3, 3, 2, 1]",0.5,0,9,3,3,2,1
3473,"[5, 7, 1, 2, 1]",0.5,0,5,7,1,2,1
3474,"[2, 6, 2, 8, 2]",1.0,1,2,6,2,8,2
3475,"[6, 5, 9, 5, 6]",3.0,5,6,5,9,5,6
3476,"[3, 9, 5, 9, 1]",0.5,0,3,9,5,9,1
3477,"[8, 10, 8, 10, 8]",4.0,7,8,10,8,10,8
3478,"[4, 1, 8, 3, 2]",1.0,1,4,1,8,3,2
3479,"[1, 5, 3, 2, 8]",4.0,7,1,5,3,2,8
3480,"[6, 1, 7, 3, 5]",2.5,4,6,1,7,3,5
3481,"[10, 10, 2, 7, 8]",4.0,7,10,10,2,7,8
3482,"[8, 4, 2, 2, 1]",0.5,0,8,4,2,2,1
3483,"[8, 1, 9, 9, 5]",2.5,4,8,1,9,9,5
3484,"[4, 10, 10, 4, 10]",5.0,10,4,10,10,4,10
3485,"[7, 9, 7, 6, 7]",3.5,6,7,9,7,6,7
3486,"[9, 3, 2, 3, 6]",3.0,5,9,3,2,3,6
3487,"[1, 10, 8, 10, 1]",0.5,0,1,10,8,10,1
3488,"[4, 8, 6, 9, 3]",1.5,2,4,8,6,9,3
3489,"[10, 6, 10, 8, 6]",3.0,5,10,6,10,8,6
3490,"[9, 1, 5, 10, 6]",3.0,5,9,1,5,10,6
3491,"[8, 5, 3, 9, 6]",3.0,5,8,5,3,9,6
3492,"[9, 5, 3, 10, 4]",2.0,3,9,5,3,10,4
3493,"[4, 3, 2, 9, 5]",2.5,4,4,3,2,9,5
3494,"[6, 4, 3, 2, 2]",1.0,1,6,4,3,2,2
3495,"[1, 2, 2, 8, 3]",1.5,2,1,2,2,8,3
3496,"[5, 3, 8, 6, 9]",4.5,8,5,3,8,6,9
3497,"[5, 3, 2, 9, 7]",3.5,6,5,3,2,9,7
3498,"[6, 10, 8, 4, 2]",1.0,1,6,10,8,4,2
3499,"[7, 6, 3, 4, 7]",3.5,6,7,6,3,4,7
3500,"[5, 10, 6, 8, 6]",3.0,5,5,10,6,8,6
3501,"[9, 7, 2, 2, 8]",4.0,7,9,7,2,2,8
3502,"[9, 5, 9, 4, 3]",1.5,2,9,5,9,4,3
3503,"[9, 5, 2, 3, 3]",1.5,2,9,5,2,3,3
3504,"[4, 2, 1, 8, 7]",3.5,6,4,2,1,8,7
3505,"[9, 7, 3, 3, 6]",3.0,5,9,7,3,3,6
3506,"[8, 6, 2, 6, 5]",2.5,4,8,6,2,6,5
3507,"[9, 8, 9, 6, 6]",3.0,5,9,8,9,6,6
3508,"[4, 5, 5, 3, 1]",0.5,0,4,5,5,3,1
3509,"[3, 5, 10, 5, 10]",5.0,10,3,5,10,5,10
3510,"[1, 7, 9, 9, 10]",5.0,10,1,7,9,9,10
3511,"[2, 5, 5, 4, 5]",2.5,4,2,5,5,4,5
3512,"[1, 9, 1, 10, 2]",1.0,1,1,9,1,10,2
3513,"[8, 9, 10, 6, 9]",4.5,8,8,9,10,6,9
3514,"[3, 8, 2, 3, 5]",2.5,4,3,8,2,3,5
3515,"[1, 8, 9, 9, 1]",0.5,0,1,8,9,9,1
3516,"[4, 5, 1, 7, 3]",1.5,2,4,5,1,7,3
3517,"[3, 7, 7, 1, 2]",1.0,1,3,7,7,1,2
3518,"[3, 2, 6, 4, 8]",4.0,7,3,2,6,4,8
3519,"[2, 3, 1, 5, 8]",4.0,7,2,3,1,5,8
3520,"[1, 3, 5, 2, 6]",3.0,5,1,3,5,2,6
3521,"[8, 5, 7, 10, 4]",2.0,3,8,5,7,10,4
3522,"[4, 7, 4, 3, 9]",4.5,8,4,7,4,3,9
3523,"[3, 4, 3, 5, 8]",4.0,7,3,4,3,5,8
3524,"[3, 3, 8, 6, 5]",2.5,4,3,3,8,6,5
3525,"[10, 7, 5, 3, 4]",2.0,3,10,7,5,3,4
3526,"[9, 7, 7, 1, 4]",2.0,3,9,7,7,1,4
3527,"[1, 10, 2, 2, 2]",1.0,1,1,10,2,2,2
3528,"[5, 8, 8, 1, 6]",3.0,5,5,8,8,1,6
3529,"[8, 5, 1, 2, 4]",2.0,3,8,5,1,2,4
3530,"[9, 7, 5, 10, 4]",2.0,3,9,7,5,10,4
3531,"[9, 6, 9, 8, 2]",1.0,1,9,6,9,8,2
3532,"[1, 9, 6, 10, 4]",2.0,3,1,9,6,10,4
3533,"[4, 7, 4, 4, 2]",1.0,1,4,7,4,4,2
3534,"[4, 5, 7, 6, 7]",3.5,6,4,5,7,6,7
3535,"[2, 5, 8, 9, 9]",4.5,8,2,5,8,9,9
3536,"[3, 7, 1, 6, 4]",2.0,3,3,7,1,6,4
3537,"[1, 7, 6, 3, 2]",1.0,1,1,7,6,3,2
3538,"[5, 9, 5, 7, 3]",1.5,2,5,9,5,7,3
3539,"[10, 2, 7, 10, 6]",3.0,5,10,2,7,10,6
3540,"[9, 1, 2, 7, 5]",2.5,4,9,1,2,7,5
3541,"[10, 7, 7, 8, 5]",2.5,4,10,7,7,8,5
3542,"[10, 3, 5, 5, 10]",5.0,10,10,3,5,5,10
3543,"[6, 9, 3, 5, 2]",1.0,1,6,9,3,5,2
3544,"[7, 8, 4, 8, 1]",0.5,0,7,8,4,8,1
3545,"[10, 8, 3, 3, 5]",2.5,4,10,8,3,3,5
3546,"[5, 4, 1, 6, 10]",5.0,10,5,4,1,6,10
3547,"[5, 3, 7, 9, 5]",2.5,4,5,3,7,9,5
3548,"[2, 9, 7, 9, 4]",2.0,3,2,9,7,9,4
3549,"[5, 9, 1, 1, 1]",0.5,0,5,9,1,1,1
3550,"[3, 3, 3, 5, 4]",2.0,3,3,3,3,5,4
3551,"[8, 4, 4, 9, 1]",0.5,0,8,4,4,9,1
3552,"[8, 9, 9, 6, 10]",5.0,10,8,9,9,6,10
3553,"[2, 10, 8, 7, 9]",4.5,8,2,10,8,7,9
3554,"[2, 3, 5, 1, 4]",2.0,3,2,3,5,1,4
3555,"[7, 8, 3, 10, 7]",3.5,6,7,8,3,10,7
3556,"[3, 8, 7, 10, 2]",1.0,1,3,8,7,10,2
3557,"[4, 10, 1, 8, 1]",0.5,0,4,10,1,8,1
3558,"[4, 6, 3, 7, 4]",2.0,3,4,6,3,7,4
3559,"[2, 10, 4, 3, 6]",3.0,5,2,10,4,3,6
3560,"[9, 9, 10, 1, 1]",0.5,0,9,9,10,1,1
3561,"[8, 6, 2, 4, 1]",0.5,0,8,6,2,4,1
3562,"[8, 6, 4, 4, 9]",4.5,8,8,6,4,4,9
3563,"[1, 8, 4, 1, 9]",4.5,8,1,8,4,1,9
3564,"[10, 4, 10, 2, 10]",5.0,10,10,4,10,2,10
3565,"[6, 2, 8, 8, 3]",1.5,2,6,2,8,8,3
3566,"[9, 1, 8, 1, 4]",2.0,3,9,1,8,1,4
3567,"[3, 7, 2, 10, 10]",5.0,10,3,7,2,10,10
3568,"[3, 8, 1, 2, 8]",4.0,7,3,8,1,2,8
3569,"[9, 9, 2, 4, 3]",1.5,2,9,9,2,4,3
3570,"[5, 7, 3, 5, 1]",0.5,0,5,7,3,5,1
3571,"[1, 2, 5, 5, 8]",4.0,7,1,2,5,5,8
3572,"[7, 6, 9, 2, 3]",1.5,2,7,6,9,2,3
3573,"[4, 3, 4, 8, 9]",4.5,8,4,3,4,8,9
3574,"[8, 6, 1, 10, 4]",2.0,3,8,6,1,10,4
3575,"[1, 3, 6, 2, 5]",2.5,4,1,3,6,2,5
3576,"[2, 10, 9, 8, 4]",2.0,3,2,10,9,8,4
3577,"[9, 9, 10, 4, 7]",3.5,6,9,9,10,4,7
3578,"[7, 2, 7, 6, 6]",3.0,5,7,2,7,6,6
3579,"[6, 8, 7, 8, 10]",5.0,10,6,8,7,8,10
3580,"[3, 9, 10, 3, 1]",0.5,0,3,9,10,3,1
3581,"[2, 9, 4, 9, 10]",5.0,10,2,9,4,9,10
3582,"[7, 2, 3, 10, 6]",3.0,5,7,2,3,10,6
3583,"[6, 2, 6, 10, 4]",2.0,3,6,2,6,10,4
3584,"[8, 10, 3, 4, 2]",1.0,1,8,10,3,4,2
3585,"[9, 6, 9, 9, 1]",0.5,0,9,6,9,9,1
3586,"[8, 10, 3, 8, 3]",1.5,2,8,10,3,8,3
3587,"[8, 2, 2, 4, 3]",1.5,2,8,2,2,4,3
3588,"[2, 3, 5, 1, 10]",5.0,10,2,3,5,1,10
3589,"[1, 6, 7, 1, 8]",4.0,7,1,6,7,1,8
3590,"[3, 8, 5, 9, 1]",0.5,0,3,8,5,9,1
3591,"[9, 9, 9, 2, 3]",1.5,2,9,9,9,2,3
3592,"[4, 10, 4, 1, 3]",1.5,2,4,10,4,1,3
3593,"[8, 10, 6, 8, 10]",5.0,10,8,10,6,8,10
3594,"[7, 4, 1, 5, 3]",1.5,2,7,4,1,5,3
3595,"[7, 4, 2, 10, 4]",2.0,3,7,4,2,10,4
3596,"[10, 1, 7, 4, 1]",0.5,0,10,1,7,4,1
3597,"[8, 7, 9, 3, 6]",3.0,5,8,7,9,3,6
3598,"[4, 4, 4, 5, 1]",0.5,0,4,4,4,5,1
3599,"[7, 10, 5, 1, 10]",5.0,10,7,10,5,1,10
3600,"[1, 9, 2, 6, 5]",2.5,4,1,9,2,6,5
3601,"[3, 8, 4, 9, 5]",2.5,4,3,8,4,9,5
3602,"[2, 3, 4, 4, 9]",4.5,8,2,3,4,4,9
3603,"[3, 2, 2, 4, 10]",5.0,10,3,2,2,4,10
3604,"[8, 3, 3, 5, 6]",3.0,5,8,3,3,5,6
3605,"[6, 6, 2, 6, 8]",4.0,7,6,6,2,6,8
3606,"[6, 10, 8, 10, 6]",3.0,5,6,10,8,10,6
3607,"[10, 5, 4, 1, 2]",1.0,1,10,5,4,1,2
3608,"[3, 5, 5, 9, 3]",1.5,2,3,5,5,9,3
3609,"[10, 8, 9, 8, 9]",4.5,8,10,8,9,8,9
3610,"[7, 10, 9, 8, 10]",5.0,10,7,10,9,8,10
3611,"[10, 3, 7, 6, 5]",2.5,4,10,3,7,6,5
3612,"[9, 10, 3, 4, 5]",2.5,4,9,10,3,4,5
3613,"[3, 1, 4, 5, 10]",5.0,10,3,1,4,5,10
3614,"[6, 8, 3, 5, 8]",4.0,7,6,8,3,5,8
3615,"[2, 8, 6, 10, 8]",4.0,7,2,8,6,10,8
3616,"[5, 4, 8, 8, 4]",2.0,3,5,4,8,8,4
3617,"[3, 3, 9, 6, 2]",1.0,1,3,3,9,6,2
3618,"[3, 9, 7, 9, 10]",5.0,10,3,9,7,9,10
3619,"[6, 6, 4, 9, 8]",4.0,7,6,6,4,9,8
3620,"[6, 10, 8, 6, 4]",2.0,3,6,10,8,6,4
3621,"[4, 1, 6, 9, 3]",1.5,2,4,1,6,9,3
3622,"[1, 4, 8, 9, 5]",2.5,4,1,4,8,9,5
3623,"[10, 9, 6, 9, 9]",4.5,8,10,9,6,9,9
3624,"[9, 8, 3, 3, 4]",2.0,3,9,8,3,3,4
3625,"[5, 1, 3, 4, 3]",1.5,2,5,1,3,4,3
3626,"[10, 5, 2, 6, 4]",2.0,3,10,5,2,6,4
3627,"[8, 2, 3, 8, 9]",4.5,8,8,2,3,8,9
3628,"[1, 10, 3, 2, 9]",4.5,8,1,10,3,2,9
3629,"[9, 9, 4, 9, 6]",3.0,5,9,9,4,9,6
3630,"[7, 8, 4, 4, 7]",3.5,6,7,8,4,4,7
3631,"[9, 6, 9, 10, 9]",4.5,8,9,6,9,10,9
3632,"[10, 9, 4, 6, 3]",1.5,2,10,9,4,6,3
3633,"[2, 6, 4, 7, 5]",2.5,4,2,6,4,7,5
3634,"[5, 4, 5, 10, 4]",2.0,3,5,4,5,10,4
3635,"[10, 8, 10, 7, 4]",2.0,3,10,8,10,7,4
3636,"[5, 10, 3, 9, 6]",3.0,5,5,10,3,9,6
3637,"[5, 2, 1, 6, 6]",3.0,5,5,2,1,6,6
3638,"[8, 10, 8, 5, 10]",5.0,10,8,10,8,5,10
3639,"[1, 10, 5, 3, 7]",3.5,6,1,10,5,3,7
3640,"[3, 5, 7, 8, 2]",1.0,1,3,5,7,8,2
3641,"[6, 1, 3, 9, 3]",1.5,2,6,1,3,9,3
3642,"[4, 7, 2, 4, 5]",2.5,4,4,7,2,4,5
3643,"[10, 4, 8, 8, 8]",4.0,7,10,4,8,8,8
3644,"[5, 7, 6, 1, 2]",1.0,1,5,7,6,1,2
3645,"[10, 2, 8, 7, 9]",4.5,8,10,2,8,7,9
3646,"[10, 8, 5, 5, 7]",3.5,6,10,8,5,5,7
3647,"[1, 10, 8, 4, 8]",4.0,7,1,10,8,4,8
3648,"[7, 4, 1, 5, 5]",2.5,4,7,4,1,5,5
3649,"[2, 5, 1, 4, 8]",4.0,7,2,5,1,4,8
3650,"[2, 8, 6, 4, 4]",2.0,3,2,8,6,4,4
3651,"[1, 4, 9, 1, 5]",2.5,4,1,4,9,1,5
3652,"[8, 1, 8, 2, 8]",4.0,7,8,1,8,2,8
3653,"[10, 8, 10, 4, 1]",0.5,0,10,8,10,4,1
3654,"[4, 7, 4, 3, 1]",0.5,0,4,7,4,3,1
3655,"[5, 3, 10, 5, 10]",5.0,10,5,3,10,5,10
3656,"[9, 1, 3, 9, 9]",4.5,8,9,1,3,9,9
3657,"[4, 7, 7, 3, 4]",2.0,3,4,7,7,3,4
3658,"[7, 7, 6, 10, 5]",2.5,4,7,7,6,10,5
3659,"[9, 1, 5, 1, 6]",3.0,5,9,1,5,1,6
3660,"[9, 2, 6, 5, 2]",1.0,1,9,2,6,5,2
3661,"[2, 10, 8, 2, 7]",3.5,6,2,10,8,2,7
3662,"[1, 10, 6, 7, 2]",1.0,1,1,10,6,7,2
3663,"[5, 4, 8, 8, 9]",4.5,8,5,4,8,8,9
3664,"[6, 10, 1, 9, 6]",3.0,5,6,10,1,9,6
3665,"[7, 8, 8, 7, 9]",4.5,8,7,8,8,7,9
3666,"[3, 9, 5, 10, 4]",2.0,3,3,9,5,10,4
3667,"[4, 1, 5, 10, 10]",5.0,10,4,1,5,10,10
3668,"[4, 6, 7, 9, 4]",2.0,3,4,6,7,9,4
3669,"[4, 1, 5, 2, 1]",0.5,0,4,1,5,2,1
3670,"[4, 1, 1, 4, 1]",0.5,0,4,1,1,4,1
3671,"[10, 5, 8, 10, 8]",4.0,7,10,5,8,10,8
3672,"[4, 2, 10, 9, 10]",5.0,10,4,2,10,9,10
3673,"[3, 1, 9, 4, 5]",2.5,4,3,1,9,4,5
3674,"[9, 2, 2, 6, 7]",3.5,6,9,2,2,6,7
3675,"[9, 10, 10, 7, 9]",4.5,8,9,10,10,7,9
3676,"[3, 6, 7, 5, 6]",3.0,5,3,6,7,5,6
3677,"[1, 8, 4, 8, 3]",1.5,2,1,8,4,8,3
3678,"[8, 2, 9, 4, 6]",3.0,5,8,2,9,4,6
3679,"[10, 5, 7, 4, 6]",3.0,5,10,5,7,4,6
3680,"[7, 3, 2, 4, 3]",1.5,2,7,3,2,4,3
3681,"[8, 8, 8, 5, 1]",0.5,0,8,8,8,5,1
3682,"[3, 3, 4, 7, 4]",2.0,3,3,3,4,7,4
3683,"[10, 4, 8, 4, 10]",5.0,10,10,4,8,4,10
3684,"[7, 4, 5, 9, 5]",2.5,4,7,4,5,9,5
3685,"[2, 10, 5, 5, 8]",4.0,7,2,10,5,5,8
3686,"[7, 6, 5, 5, 7]",3.5,6,7,6,5,5,7
3687,"[6, 2, 7, 9, 1]",0.5,0,6,2,7,9,1
3688,"[6, 1, 4, 1, 6]",3.0,5,6,1,4,1,6
3689,"[2, 9, 10, 1, 8]",4.0,7,2,9,10,1,8
3690,"[3, 4, 6, 7, 6]",3.0,5,3,4,6,7,6
3691,"[10, 9, 9, 5, 9]",4.5,8,10,9,9,5,9
3692,"[9, 8, 8, 9, 10]",5.0,10,9,8,8,9,10
3693,"[6, 1, 4, 5, 10]",5.0,10,6,1,4,5,10
3694,"[8, 5, 10, 8, 1]",0.5,0,8,5,10,8,1
3695,"[2, 5, 10, 4, 5]",2.5,4,2,5,10,4,5
3696,"[9, 7, 2, 10, 3]",1.5,2,9,7,2,10,3
3697,"[6, 9, 5, 5, 10]",5.0,10,6,9,5,5,10
3698,"[7, 4, 8, 6, 9]",4.5,8,7,4,8,6,9
3699,"[3, 7, 9, 4, 2]",1.0,1,3,7,9,4,2
3700,"[10, 7, 10, 8, 2]",1.0,1,10,7,10,8,2
3701,"[5, 8, 3, 2, 3]",1.5,2,5,8,3,2,3
3702,"[1, 9, 2, 4, 4]",2.0,3,1,9,2,4,4
3703,"[10, 8, 2, 6, 9]",4.5,8,10,8,2,6,9
3704,"[8, 5, 5, 3, 1]",0.5,0,8,5,5,3,1
3705,"[9, 7, 10, 5, 6]",3.0,5,9,7,10,5,6
3706,"[5, 2, 8, 9, 5]",2.5,4,5,2,8,9,5
3707,"[9, 1, 6, 8, 3]",1.5,2,9,1,6,8,3
3708,"[9, 7, 9, 10, 1]",0.5,0,9,7,9,10,1
3709,"[2, 9, 2, 3, 8]",4.0,7,2,9,2,3,8
3710,"[10, 10, 3, 9, 9]",4.5,8,10,10,3,9,9
3711,"[2, 2, 6, 3, 9]",4.5,8,2,2,6,3,9
3712,"[9, 10, 8, 2, 6]",3.0,5,9,10,8,2,6
3713,"[4, 7, 8, 7, 6]",3.0,5,4,7,8,7,6
3714,"[8, 9, 1, 5, 6]",3.0,5,8,9,1,5,6
3715,"[9, 7, 3, 2, 6]",3.0,5,9,7,3,2,6
3716,"[2, 4, 5, 8, 1]",0.5,0,2,4,5,8,1
3717,"[8, 7, 9, 3, 2]",1.0,1,8,7,9,3,2
3718,"[5, 3, 2, 8, 4]",2.0,3,5,3,2,8,4
3719,"[9, 1, 7, 6, 9]",4.5,8,9,1,7,6,9
3720,"[4, 6, 10, 7, 8]",4.0,7,4,6,10,7,8
3721,"[8, 8, 10, 9, 1]",0.5,0,8,8,10,9,1
3722,"[7, 5, 4, 3, 6]",3.0,5,7,5,4,3,6
3723,"[1, 3, 4, 10, 6]",3.0,5,1,3,4,10,6
